1590964884,5716251243759668193
761716187,-8477468477084261916
7467382545,-162021937057141205
1839491491,7505285074571157184
6504680854,-6486534399568617601
1064516729,-8414052284580978862
840327935,6028111863150259356
6575012226,-1805998944751914025
1240527014,-6288213433672479640
689459446,1801412598836416342
1256366904,-4132121445855603235
6899351975,7319637846260563089
5902099176,3038776379534000472
5719904184,-2591317300595269547
1425497445,5918969195234940112
1196632778,2822700444032827831
6631837726,509795929541776443
1180156778,4914327933572012910
5305678826,-1787841553143904702
7236207397,1942132605694301080
1349783671,3075773407843190890
1763117516,6422983988731735826
1963993431,-8767161319543875748
5378477127,-2079845872298184611
6629342147,-6482842687595391995
1197872775,3502082315945765656
6552058997,5170699607817513579
5380558751,2645771759340426921
361210019,5410186750560616304
6143057484,-8042252536691903664
5439211072,6967450108403480994
6821698763,-1906574185573945230
6782028784,681976757665271086
7087939608,524978665856806010
5126192661,1653689585415311549
6257201861,-6928245456414160624
6940095494,8115646183196837278
6823467549,7962866197164878242
5955616514,7375538268029884897
1194998988,7087542543262274788
813850357,8392823905035933157
6600765681,-6664866207683348634
746236151,-8215506324887288725
858679703,-1873704758962772503
5418494460,4780552950123348336
7362469095,-7135815040344633116
5584026872,21851699303657179
6835624101,-1482452705924220125
5319866515,-3202653992253577005
5713105291,-7231330833549299382
7063501458,5799388934121133830
7277558586,-5661462646055487559
1343152907,-1400839923755870918
7319611578,-5421708930667082724
6450034972,-6056101233914323644
7432501264,-6857697799268887850
6956533778,-5558179294184617062
7817008893,-3873696307143571112
6467631522,4752130091291895559
5812711409,6079632233442001023
7087479032,-8589453790175938356
648940230,-3610247988609804790
2013592258,6843353691786488955
7153565398,-3921985731774754411
1601983165,105181249150537503
5550515989,-5168843989149465909
1989005561,7714610115647456131
1897733260,-2756737023541227057
1864715022,3825127190707919737
6009488864,-6283822783704934656
7209030756,1856552309758580582
5626840425,3843099441341191475
8008228878,-6464307278623069266
5619720603,1890614859309087092
7958966141,-2908040196653627541
504862428,5530996075262914377
7917320596,4554523544391077217
6659171785,-5605008119169381922
1898925861,-2406093797458152364
1002189580,-537921795256894706
5482314279,6072451475547805813
6472630022,-5599596400622585944
1030263075,-2481834888069672151
6708886067,453392816331348980
6040734385,-5024833503516391568
1193781366,1446868315763948448
6243246953,-3026266485663093034
5879993904,6139022648795408672
5906245957,4269200790367660963
1736423345,-5989762573833050511
7418967274,-3641841824649613723
1463818793,-4172092645386043104
1683098198,-8951528811153609791
439038638,5256795411223644672
6680295463,8297973227173518483
344626473,-4746898262505400665
2117535269,1221210244555317976
6616364565,-8453106543567723639
6377201298,-2271480403535149286
1131579116,6891492017858449716
5887824058,8201761529539030414
7223354483,8574166525386830971
7201992786,8975645389796465426
6378837903,-8986808340547575808
7702698934,5806661187315736803
6798450464,-4483496128828984485
6473726244,-1212910566416635473
6215572627,-7472821020996174845
5530381254,-3166288529801061609
5824244565,-1846345847328074512
7338470524,-4657762514821459981
5083000204,4240559745554441557
5798715897,-3370007192726333509
854895976,9216998005747434193
1146520617,6083151423779493977
6420123165,7187382538698537960
6404622917,-8848512885416271543
6048474658,-5429523863105609180
6730379259,1918279227658871223
2124745976,1077677304927013047
6605477754,-5673007251544803880
7609443657,-889352454559868182
1736431058,-1391806218658403039
190163338,-283918004668147955
7374272779,-1324465502943770810
1374365269,329856789260415253
5893756916,-3250230923449398831
5288015921,7966317991940625657
6164476132,-2945225242822175370
656787319,-6682046561906323931
1292506069,2588297364623871129
7840285356,8221613591921150509
6899789794,-287872782316205365
5150839871,-1038870068927910666
1982455804,-5849144845650198130
5436255160,-737807997133619149
7185545183,-3334783538389223489
1375618965,-7008179632317866434
6636557285,-752393646617828988
7077639993,-6005766297167647586
6672979743,4698550154686690396
5079266992,-8098065665562155255
5315582774,-2616828837675395372
7263498894,-5712569001822933669
5239118983,-7479136716493416394
7410234688,27575298804876415
6472387909,233906953101938004
1001999892,7424984839019321573
7523113795,4305308920634667489
775980099,7127101470305586365
1507728226,1140986540836758870
6545751406,8415401087457193995
7110281826,2164116363269590806
6638385521,-5055600440204105901
7762368437,-8099899117248424950
1298094833,-6963419506475366265
5721266790,7370709329817511781
7008941331,4755648704069563104
1678391058,-400799838869209825
930366056,4182624714323583841
1404323779,-295473717191535285
